what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1285572481303
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1285572481304
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1285572481305
os,sysinfo,,,"macosx",1285572481309
arch,sysinfo,,,"x86_64",1285572481309
ws,sysinfo,,,"cocoa",1285572481309
locale,sysinfo,,,"en_US",1285572481309
processors,sysinfo,,,"4",1285572481309
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1285572481309
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1285572481309
java.specification.name,sysinfo,,,"Java Platform API Specification",1285572481309
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285572481309
java.specification.version,sysinfo,,,"1.6",1285572481309
java.vendor,sysinfo,,,"Apple Inc.",1285572481309
java.version,sysinfo,,,"1.6.0_20",1285572481309
java.vm.info,sysinfo,,,"mixed mode",1285572481309
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1285572481309
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285572481309
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285572481309
java.vm.specification.version,sysinfo,,,"1.0",1285572481309
java.vm.vendor,sysinfo,,,"Apple Inc.",1285572481309
java.vm.version,sysinfo,,,"16.3-b01-279",1285572481309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285572494179
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1285572501620
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1285572501653
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1285572501699
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285572588495
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1285572590801
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285572596520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285572599200
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285572599336
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1285572599885
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1285572599885
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1285572599887
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1285572599888
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1285572599889
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1285572599890
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1285572599893
